exercise_name,group,current_involvement,reviewed_involvement,status,reviewer,reviewed_date,changes_made,notes
Dumbbell Rear Delt Row,shoulders,"deltoids:1.0, rhomboids:0.7, traps:0.7, biceps:0.4","deltoids:primary, rhomboids:secondary, traps:secondary, externalRotators:secondary, forearms:stabilizer, biceps:stabilizer",done,Codex,2026-06-27,corrected rotator-cuff taxonomy; retained reviewed role weights,"Posterior deltoids drive horizontal abduction; rhomboids and traps retract and stabilize the scapulae, while infraspinatus and teres minor are represented explicitly by externalRotators rather than teresMajor."
Dumbbell Scaption,shoulders,"deltoids:1.0, traps:0.4, serratus:0.4","deltoids:primary, traps:secondary, serratus:secondary, rhomboids:stabilizer, forearms:stabilizer",done,Codex,2026-06-27,added rhomboids:0.2; added forearms:0.2,"Lateral/front raise mapping uses lateral-raise EMG and shoulder-abduction mechanics: deltoids are primary, traps/serratus support upward rotation, forearms grip, and abs brace standing cable/dumbbell posture. Scaption/Y line keeps serratus and rhomboid assistance for scapular control."
Band Face Pull,shoulders,"deltoids:1.0, traps:0.7, rhomboids:0.7, teresMajor:0.4","deltoids:primary, traps:secondary, rhomboids:secondary, externalRotators:secondary, forearms:stabilizer, biceps:stabilizer",done,Codex,2026-07-19,corrected explicit external-rotator taxonomy,Posterior deltoids and scapular retractors control the pull; infraspinatus and teres minor are represented explicitly by externalRotators wherever the movement includes external rotation.
Cable Face Pull,shoulders,"deltoids:1.0, traps:0.7, rhomboids:0.7, teresMajor:0.4","deltoids:primary, traps:secondary, rhomboids:secondary, externalRotators:secondary, forearms:stabilizer, biceps:stabilizer",done,Codex,2026-07-19,corrected explicit external-rotator taxonomy,Posterior deltoids and scapular retractors control the pull; infraspinatus and teres minor are represented explicitly by externalRotators wherever the movement includes external rotation.
Plate Front Raise,shoulders,"deltoids:1.0, serratus:0.4","deltoids:primary, serratus:secondary, traps:secondary, pectorals:stabilizer, forearms:stabilizer, abs:stabilizer",done,Codex,2026-06-27,added traps:0.4; added pectorals:0.2; added forearms:0.2; added abs:0.2,"Lateral/front raise mapping uses lateral-raise EMG and shoulder-abduction mechanics: deltoids are primary, traps/serratus support upward rotation, forearms grip, and abs brace standing cable/dumbbell posture."
Cable Front Raise,shoulders,"deltoids:1.0, serratus:0.4","deltoids:primary, serratus:secondary, traps:secondary, pectorals:stabilizer, forearms:stabilizer, abs:stabilizer",done,Codex,2026-06-27,added traps:0.4; added pectorals:0.2; added forearms:0.2; added abs:0.2,"Lateral/front raise mapping uses lateral-raise EMG and shoulder-abduction mechanics: deltoids are primary, traps/serratus support upward rotation, forearms grip, and abs brace standing cable/dumbbell posture."
Dumbbell Front Raise,shoulders,"deltoids:1.0, serratus:0.4","deltoids:primary, serratus:secondary, traps:secondary, pectorals:stabilizer, forearms:stabilizer, abs:stabilizer",done,Codex,2026-06-27,added traps:0.4; added pectorals:0.2; added forearms:0.2; added abs:0.2,"Lateral/front raise mapping uses lateral-raise EMG and shoulder-abduction mechanics: deltoids are primary, traps/serratus support upward rotation, forearms grip, and abs brace standing cable/dumbbell posture."
Handstand Push-Up,shoulders,"deltoids:1.0, triceps:1.0, pectorals:0.4, traps:0.4","deltoids:primary, triceps:primary, pectorals:secondary, traps:secondary, serratus:secondary, abs:secondary, obliques:stabilizer, lowerBack:stabilizer, biceps:stabilizer",done,Codex,2026-06-27,added serratus:0.4; added abs:0.4; added obliques:0.2; added lowerBack:0.2; added biceps:0.2,"Pike/handstand-style press mapping uses overhead-press and push-up-plus evidence: deltoids and triceps are dominant, pectorals assist, traps/serratus stabilize upward rotation, abs/obliques/lowerBack brace bodyline, and biceps is trace dynamic stabilizer."
Barbell High Pull,shoulders,"traps:1.0, deltoids:1.0, biceps:0.4, forearms:0.4","traps:primary, deltoids:primary, gluteMax:secondary, quads:secondary, hamstrings:secondary, calves:secondary, biceps:secondary, forearms:secondary, lowerBack:secondary, rhomboids:stabilizer, abs:stabilizer",done,Codex,2026-06-27,added glutes:0.7; added quads:0.7; added hamstrings:0.4; added calves:0.4; added lowerBack:0.4; added rhomboids:0.2; added abs:0.2,"Upright-row/high-pull mapping uses upright-row EMG showing deltoid/trapezius dominance with biceps/forearms assistance; explosive high-pull variants add lower-body drive, calves, and lowerBack bracing."
Hindu Push-Up,shoulders,"deltoids:1.0, pectorals:1.0, triceps:0.4, abs:0.4","deltoids:primary, pectorals:primary, triceps:secondary, serratus:secondary, abs:secondary, obliques:stabilizer, lowerBack:stabilizer, biceps:stabilizer",done,Codex,2026-06-27,reweighted triceps 0.4->0.7; added serratus:0.4; added obliques:0.2; added lowerBack:0.2; added biceps:0.2,"Hindu push-up mapping combines push-up and pike-press mechanics: deltoids and pectorals are co-primary across the swooping path, triceps assist more than a trace, and serratus/trunk/lowerBack stabilize."
Incline Dumbbell Y-Raise,shoulders,"deltoids:1.0, traps:0.4, serratus:0.4","deltoids:primary, traps:secondary, serratus:secondary, rhomboids:stabilizer, forearms:stabilizer",done,Codex,2026-06-27,added rhomboids:0.2; added forearms:0.2,"Lateral/front raise mapping uses lateral-raise EMG and shoulder-abduction mechanics: deltoids are primary, traps/serratus support upward rotation, forearms grip, and abs brace standing cable/dumbbell posture. Scaption/Y line keeps serratus and rhomboid assistance for scapular control."
Incline Dumbbell Overhead Press,shoulders,"deltoids:1.0, triceps:0.7, traps:0.4","deltoids:primary, triceps:secondary, pectorals:secondary, traps:secondary, serratus:secondary, abs:secondary, obliques:stabilizer, lowerBack:stabilizer, biceps:stabilizer",done,Codex,2026-06-27,added pectorals:0.4; added serratus:0.4; added abs:0.4; added obliques:0.2; added lowerBack:0.2; added biceps:0.2,"Overhead press mapping follows ExRx military press plus overhead-press EMG evidence: deltoids are primary, triceps major, clavicular pectorals, traps, and serratus assist scapular/pressing mechanics, while abs/obliques/lowerBack brace standing posture and biceps is a trace dynamic stabilizer."
Barbell Jerk,shoulders,"deltoids:1.0, triceps:0.7, quads:0.7, glutes:0.7, traps:0.4","deltoids:primary, triceps:secondary, quads:secondary, gluteMax:secondary, traps:secondary, serratus:secondary, pectorals:secondary, calves:secondary, abs:secondary, obliques:stabilizer, lowerBack:stabilizer, biceps:stabilizer",done,Codex,2026-06-27,added serratus:0.4; added pectorals:0.4; added calves:0.4; added abs:0.4; added obliques:0.2; added lowerBack:0.2; added biceps:0.2,"Push press mapping follows ExRx push press force actions: deltoids/triceps press overhead, quads/glutes/calves drive the dip and leg extension, traps/serratus assist upward rotation, and trunk/lowerBack brace the transfer of force."
Dumbbell Circle Press,shoulders,"deltoids:1.0, triceps:0.7, traps:0.4, serratus:0.2","deltoids:primary, triceps:secondary, pectorals:secondary, traps:secondary, serratus:secondary, abs:secondary, obliques:stabilizer, lowerBack:stabilizer, biceps:stabilizer",done,Codex,2026-06-27,reweighted serratus 0.2->0.4; added pectorals:0.4; added abs:0.4; added obliques:0.2; added lowerBack:0.2; added biceps:0.2,"Overhead press mapping follows ExRx military press plus overhead-press EMG evidence: deltoids are primary, triceps major, clavicular pectorals, traps, and serratus assist scapular/pressing mechanics, while abs/obliques/lowerBack brace standing posture and biceps is a trace dynamic stabilizer."
Landmine Press,shoulders,"deltoids:1.0, triceps:0.7, pectorals:0.4, serratus:0.4","deltoids:primary, pectorals:secondary, triceps:secondary, serratus:secondary, abs:secondary, obliques:secondary, traps:stabilizer, forearms:stabilizer, biceps:stabilizer",done,Codex,2026-06-27,reweighted pectorals 0.4->0.7; added abs:0.4; added obliques:0.4; added traps:0.2; added forearms:0.2; added biceps:0.2,"Landmine press mapping is inferred from overhead and incline/horizontal press mechanics: the angled path keeps deltoids primary with pectorals/triceps major, serratus for protraction/upward rotation, and abs/obliques/forearms stabilizing the unilateral bar path."
Standing Rotational Landmine Press,shoulders,"deltoids:1.0, pectorals:0.7, serratus:0.7, triceps:0.4, obliques:0.4, abs:0.2","deltoids:primary, pectorals:secondary, serratus:secondary, triceps:secondary, obliques:secondary, abs:secondary, forearms:stabilizer, biceps:stabilizer, lowerBack:stabilizer",done,Codex,2026-06-27,reweighted abs 0.2->0.4; added forearms:0.2; added biceps:0.2; added lowerBack:0.2,"Landmine punch mapping uses the landmine press inference with stronger protraction/rotation: deltoids and pectorals drive the punch, serratus is major, triceps assists, and trunk/forearms stabilize."
Dumbbell Lateral Raise,shoulders,"deltoids:1.0, traps:0.4","deltoids:primary, traps:secondary, serratus:secondary, forearms:stabilizer, abs:stabilizer",done,Codex,2026-06-27,added serratus:0.4; added forearms:0.2; added abs:0.2,"Lateral/front raise mapping uses lateral-raise EMG and shoulder-abduction mechanics: deltoids are primary, traps/serratus support upward rotation, forearms grip, and abs brace standing cable/dumbbell posture."
Machine Lateral Raise,shoulders,"deltoids:1.0, traps:0.4","deltoids:primary, traps:secondary, serratus:secondary, forearms:stabilizer, abs:stabilizer",done,Codex,2026-06-27,added serratus:0.4; added forearms:0.2; added abs:0.2,"Lateral/front raise mapping uses lateral-raise EMG and shoulder-abduction mechanics: deltoids are primary, traps/serratus support upward rotation, forearms grip, and abs brace standing cable/dumbbell posture."
Barbell Overhead Press,shoulders,"deltoids:1.0, triceps:0.7, traps:0.4","deltoids:primary, triceps:secondary, pectorals:secondary, traps:secondary, serratus:secondary, abs:secondary, obliques:stabilizer, lowerBack:stabilizer, biceps:stabilizer",done,Codex,2026-06-27,added pectorals:0.4; added serratus:0.4; added abs:0.4; added obliques:0.2; added lowerBack:0.2; added biceps:0.2,"Overhead press mapping follows ExRx military press plus overhead-press EMG evidence: deltoids are primary, triceps major, clavicular pectorals, traps, and serratus assist scapular/pressing mechanics, while abs/obliques/lowerBack brace standing posture and biceps is a trace dynamic stabilizer."
Single-Arm Perpendicular Landmine Row,shoulders,"deltoids:1.0, traps:0.7, rhomboids:0.4, biceps:0.4","deltoids:primary, rhomboids:secondary, traps:secondary, teresMajor:secondary, biceps:secondary, forearms:secondary, lats:stabilizer",done,Codex,2026-06-27,reweighted rhomboids 0.4->0.7; added teresMajor:0.7; added forearms:0.4; added lats:0.2,"The rear deltoid and scapular retractors control the angled row. Teres major is retained only for its shoulder-extension/adduction role, not as a proxy for the external rotators."
Pike Push-Up,shoulders,"deltoids:1.0, triceps:0.7, pectorals:0.4","deltoids:primary, triceps:secondary, pectorals:secondary, traps:secondary, serratus:secondary, abs:secondary, obliques:stabilizer, biceps:stabilizer",done,Codex,2026-07-19,added traps:0.4; added serratus:0.4; added abs:0.4; added obliques:0.2; added biceps:0.2,"Pike/handstand-style press mapping uses overhead-press and push-up-plus evidence: deltoids and triceps are dominant, pectorals assist, traps/serratus stabilize upward rotation, abs/obliques/lowerBack brace bodyline, and biceps is trace dynamic stabilizer."
Barbell Pin Overhead Press,shoulders,"deltoids:1.0, triceps:0.7, traps:0.4","deltoids:primary, triceps:secondary, pectorals:secondary, traps:secondary, serratus:secondary, biceps:stabilizer",done,Codex,2026-06-27,added pectorals:0.4; added serratus:0.4; added biceps:0.2,"Machine/Smith shoulder press mapping follows the overhead-press profile with reduced trunk demand: deltoids are primary, triceps major, pectorals/traps/serratus assist, and biceps remains trace dynamic stabilizer."
Prone Banded Press,shoulders,"deltoids:1.0, rhomboids:0.4, traps:0.4, teresMajor:0.4","deltoids:primary, traps:secondary, rhomboids:secondary, forearms:stabilizer, biceps:stabilizer",done,Codex,2026-06-27,removed anatomically incorrect teresMajor contribution,"The prone overhead press primarily uses the deltoids; traps and rhomboids control the scapulae, while the elbow and grip musculature stabilize the band. Teres major is not an external-rotation proxy."
Pseudo Planche Push-Up,shoulders,"deltoids:1.0, pectorals:0.7, triceps:0.4, serratus:0.4, abs:0.4","deltoids:primary, pectorals:secondary, triceps:secondary, serratus:secondary, abs:secondary, obliques:secondary, forearms:secondary, lowerBack:stabilizer, biceps:stabilizer",done,Codex,2026-06-27,reweighted triceps 0.4->0.7; reweighted serratus 0.4->0.7; reweighted abs 0.4->0.7; added obliques:0.4; added forearms:0.4; added lowerBack:0.2; added biceps:0.2,"Planche-style mapping uses bodyweight shoulder-lean mechanics plus push-up-plus stabilization: deltoids are primary, serratus and abs are major, triceps isometric lockout is major, and pectorals/obliques/forearms/biceps stabilize."
Barbell Push Press,shoulders,"deltoids:1.0, triceps:0.7, traps:0.4, quads:0.4, glutes:0.4","deltoids:primary, triceps:secondary, quads:secondary, gluteMax:secondary, traps:secondary, serratus:secondary, pectorals:secondary, calves:secondary, abs:secondary, obliques:stabilizer, lowerBack:stabilizer, biceps:stabilizer",done,Codex,2026-06-27,reweighted quads 0.4->0.7; reweighted glutes 0.4->0.7; added serratus:0.4; added pectorals:0.4; added calves:0.4; added abs:0.4; added obliques:0.2; added lowerBack:0.2; added biceps:0.2,"Push press mapping follows ExRx push press force actions: deltoids/triceps press overhead, quads/glutes/calves drive the dip and leg extension, traps/serratus assist upward rotation, and trunk/lowerBack brace the transfer of force."
Seated Dumbbell Lateral Raise,shoulders,"deltoids:1.0, traps:0.4","deltoids:primary, traps:secondary, serratus:secondary, forearms:stabilizer, abs:stabilizer",done,Codex,2026-06-27,added serratus:0.4; added forearms:0.2; added abs:0.2,"Lateral/front raise mapping uses lateral-raise EMG and shoulder-abduction mechanics: deltoids are primary, traps/serratus support upward rotation, forearms grip, and abs brace standing cable/dumbbell posture."
Seated Dumbbell Rear Delt Raise,shoulders,"deltoids:1.0, rhomboids:0.4, traps:0.4","deltoids:primary, rhomboids:secondary, traps:secondary, externalRotators:secondary, forearms:stabilizer, biceps:stabilizer",done,Codex,2026-07-19,corrected rotator-cuff taxonomy; retained reviewed role weights,"Posterior deltoids drive horizontal abduction; rhomboids and traps retract and stabilize the scapulae, while infraspinatus and teres minor are represented explicitly by externalRotators rather than teresMajor."
